"HEC_MES","HEC_DEPTO","VIC_EDAD","VIC_ESCOLARIDAD","VIC_EST_CIV","VIC_GRUPET","VIC_TRABAJA","VIC_DEDICA","AGR_EDAD","AGR_ESCOLARIDAD","cluster"
3,5,46,49,2,1,2,1,40,39,1
5,1,35,99,2,1,2,1,40,99,2
1,9,60,26,3,1,2,1,40,33,3
11,12,20,29,3,1,2,1,40,29,1
9,1,20,29,3,2,2,1,40,39,1
3,1,77,22,9,1,2,2,40,33,3
10,14,63,26,9,2,2,1,40,10,3
5,8,23,29,9,2,2,1,40,29,1
9,2,33,29,9,1,2,1,40,29,1
2,10,72,29,9,6,2,1,40,29,3
6,1,49,59,2,1,1,-1,40,39,1
12,14,36,46,2,2,1,-1,40,46,1
2,9,17,29,1,1,1,-1,40,10,1
11,19,38,29,2,1,1,-1,40,10,3
12,9,43,49,3,2,1,-1,40,49,1
11,22,56,29,1,1,1,-1,40,29,3
4,13,30,26,2,1,1,-1,40,10,1
5,16,69,33,2,2,1,-1,40,33,3
12,15,77,33,2,2,1,-1,40,33,3
7,6,42,23,3,6,1,-1,40,22,3
7,20,18,29,1,1,1,-1,40,39,1
5,2,63,29,3,1,1,-1,40,10,3
9,12,34,29,1,1,1,-1,40,29,1
12,10,99,29,1,1,1,-1,40,29,3
7,22,25,59,1,1,1,-1,40,44,1
12,20,34,10,1,6,1,-1,40,10,3
9,16,39,26,1,2,1,-1,40,10,3
2,16,50,10,2,2,1,-1,40,10,3
12,1,48,99,2,2,1,-1,40,99,2
8,1,84,10,1,1,1,-1,40,24,3
4,1,19,29,4,5,1,-1,40,10,1
6,1,22,49,3,1,1,-1,40,39,1
1,1,64,10,1,6,2,1,40,39,3
7,1,4,-1,-1,1,-1,-1,40,44,1
6,1,48,29,2,9,2,1,40,39,1
6,1,29,49,2,9,2,1,40,39,1
3,7,43,10,2,2,2,1,40,10,3
6,1,49,59,2,1,1,-1,40,39,1
9,1,22,99,1,1,1,-1,40,99,2
4,13,57,26,2,1,1,-1,40,33,3
6,22,22,49,1,1,1,-1,40,29,1
1,14,34,10,1,2,2,1,40,10,3
10,5,18,23,1,1,2,4,40,26,1
3,5,43,46,1,1,2,1,40,22,1
1,18,19,46,1,1,2,3,40,32,1
99,1,41,49,1,1,2,1,40,29,1
6,21,75,10,2,1,2,1,40,26,3
6,21,66,21,2,1,2,1,40,26,3
5,14,39,45,2,2,2,1,40,10,1
10,16,21,26,1,2,1,-1,40,26,1
4,1,23,44,1,1,1,-1,40,10,1
11,3,37,99,2,6,1,-1,40,10,1
5,6,81,26,2,1,1,-1,40,26,3
11,7,24,26,1,2,1,-1,40,46,1
99,99,76,39,2,1,1,-1,40,39,3
3,1,54,99,2,1,1,-1,40,99,2
4,18,37,46,1,1,1,-1,40,46,1
9,2,56,29,1,1,1,-1,40,29,3
7,13,52,10,1,2,2,9,40,10,3
1,9,72,10,1,6,2,1,40,26,3
7,20,44,10,1,1,2,1,40,29,3
12,18,74,10,1,1,2,1,40,29,3
8,14,31,10,1,2,2,1,40,10,3
8,21,46,26,1,1,2,1,40,10,3
10,6,22,33,1,6,2,1,40,26,1
4,4,34,33,1,6,2,1,40,33,1
12,6,41,46,1,6,2,1,40,46,1
4,1,81,99,1,1,2,1,40,99,2
5,15,65,10,2,1,2,1,40,10,3
1,14,67,10,2,2,2,1,40,10,3
12,16,83,26,2,2,2,2,40,46,3
1,2,72,26,2,1,2,4,40,33,3
8,8,28,26,2,2,2,1,40,10,1
9,4,41,26,2,2,2,1,40,26,1
11,6,59,46,2,6,2,1,40,46,3
5,16,67,10,3,2,2,1,40,26,3
2,16,35,10,3,2,2,1,40,26,3
1,13,23,10,3,2,2,1,40,10,1
7,13,78,10,4,2,2,1,40,10,3
6,17,76,23,5,1,2,1,40,31,3
1,18,65,26,5,1,2,1,40,26,3
12,14,86,10,9,2,2,1,40,10,3
12,11,72,10,9,1,2,1,40,10,3
7,10,88,10,9,1,2,1,40,10,3
2,10,62,22,9,1,2,4,40,26,3
12,18,58,26,1,3,1,-1,40,26,3
1,18,41,26,1,2,1,-1,40,25,3
6,1,43,99,1,1,1,-1,40,99,2
7,17,73,26,3,1,1,-1,40,45,3
10,16,67,26,2,2,1,-1,40,26,3
5,20,34,29,1,1,1,-1,40,29,1
11,10,77,10,2,1,1,-1,40,10,3
6,13,71,10,2,6,1,-1,40,99,2
12,20,52,10,2,1,1,-1,40,10,3
12,18,62,26,2,3,1,-1,40,26,3
11,7,49,26,2,2,1,-1,40,10,3
11,10,23,10,1,6,1,-1,40,10,1
5,1,61,22,1,1,1,-1,40,26,3
2,4,34,46,2,2,1,-1,40,46,1
9,12,60,10,1,2,9,9,40,99,2
3,1,28,49,1,1,2,3,40,39,1
9,14,50,10,2,6,2,1,40,10,3
11,16,36,10,2,2,2,1,40,10,3
1,16,35,22,2,9,2,1,40,26,1
2,12,34,26,2,6,2,1,40,22,1
8,2,30,29,2,1,2,1,40,29,1
1,1,38,29,2,2,2,1,40,29,1
99,99,39,39,2,1,2,1,40,39,1
11,2,27,49,2,1,2,1,40,49,1
2,10,40,99,2,2,2,1,40,99,2
2,1,17,49,3,1,2,1,40,49,1
99,99,64,39,9,1,2,1,40,99,2
3,1,63,55,2,1,1,-1,40,44,1
5,1,43,55,2,1,1,-1,40,99,2
3,1,48,46,9,1,1,-1,40,26,1
3,1,21,49,1,1,1,-1,40,39,1
3,1,31,39,2,1,1,-1,40,29,1
4,1,22,29,1,1,1,-1,40,29,1
2,1,31,29,9,1,1,-1,40,39,1
7,2,41,29,2,1,1,-1,40,29,1
7,1,40,39,9,1,1,-1,40,29,1
8,10,43,49,2,6,1,-1,40,49,1
5,1,38,10,2,1,1,-1,40,29,3
5,1,38,29,2,9,1,-1,40,10,3
8,14,39,44,2,2,1,-1,40,10,1
5,9,39,10,2,1,1,-1,40,29,3
10,1,43,49,2,1,1,-1,40,49,1
11,10,38,59,2,1,1,-1,40,49,1
3,14,30,99,2,1,1,-1,40,99,2
9,1,38,99,2,1,9,9,40,99,2
11,19,41,99,2,1,9,9,40,99,2
8,1,47,10,2,2,2,1,40,10,3
4,7,44,29,2,9,2,1,40,29,3
9,1,38,49,2,1,2,1,40,29,1
4,15,36,32,2,1,1,-1,40,26,1
7,1,39,59,2,1,1,-1,40,44,1
3,1,39,59,2,1,1,-1,40,49,1
12,1,64,46,2,1,2,2,40,55,3
10,1,45,24,2,1,1,-1,40,26,3
11,1,38,99,2,1,1,-1,40,99,2
2,1,39,49,2,1,1,-1,40,49,1
2,16,30,10,2,2,2,1,40,26,1
8,3,23,46,2,1,2,1,40,33,1
10,11,40,26,2,1,1,-1,40,10,3
12,16,40,26,2,2,1,-1,40,26,1
4,1,68,29,1,1,2,1,40,39,3
12,4,18,44,1,2,2,3,40,44,1
5,12,42,39,2,1,2,1,40,39,1
6,99,35,59,2,1,1,-1,40,49,1
9,1,30,49,2,1,1,-1,40,49,1
10,1,34,49,2,1,1,-1,40,49,1
2,1,41,39,2,1,1,-1,40,39,1
7,1,34,45,2,1,1,-1,40,45,1
6,1,38,45,2,1,1,-1,40,26,1
7,9,61,29,4,2,1,-1,40,59,3
11,9,32,49,2,1,1,-1,40,59,1
6,3,40,33,2,6,2,1,40,26,1
7,1,35,49,2,1,1,-1,40,39,1
8,16,36,10,2,2,2,1,40,26,3
5,3,44,59,2,1,1,-1,40,32,1
10,14,60,21,2,1,1,-1,40,46,3
7,15,40,10,2,2,2,1,40,10,3
1,4,34,22,2,2,2,1,40,33,1
1,15,26,26,2,6,2,1,40,33,1
2,16,25,46,2,2,2,1,40,46,1
3,17,33,55,2,1,2,1,40,33,1
2,1,82,10,4,1,2,1,40,45,3
9,12,36,46,2,1,1,-1,40,46,1
4,4,20,49,1,6,1,-1,40,29,1
5,4,35,29,2,2,1,-1,40,29,1
8,11,27,33,2,1,1,-1,40,44,1
6,17,34,22,2,2,1,-1,40,32,1
1,3,29,26,2,2,2,1,40,26,1
10,10,33,32,2,1,2,1,40,26,1
2,10,99,29,2,2,1,-1,40,29,3
11,1,59,22,4,9,2,1,40,23,3
1,16,36,10,2,2,2,1,40,24,3
10,16,30,45,2,2,2,1,40,53,1
11,16,48,10,1,2,2,1,40,10,3
9,16,36,10,2,2,2,1,40,26,3
8,4,55,21,2,2,2,1,40,21,3
11,4,40,46,2,1,2,1,40,46,1
4,1,37,59,9,1,1,-1,40,49,1
8,20,37,49,2,9,1,-1,40,39,1
4,1,32,49,2,1,1,-1,40,49,1
1,14,35,51,2,2,1,-1,40,21,1
10,1,56,99,2,1,9,9,40,99,2
6,1,21,39,9,9,1,-1,40,29,1
3,1,37,49,2,1,1,-1,40,49,1
2,12,42,46,2,1,1,-1,40,46,1
12,15,36,26,2,2,2,1,40,24,1
1,1,32,45,2,1,2,1,40,45,1
99,99,57,10,1,1,2,1,40,99,2
5,2,34,10,1,1,2,1,40,29,1
11,13,76,10,1,6,2,1,40,46,3
9,16,22,23,1,2,2,1,40,10,1
5,12,36,29,1,1,2,9,40,39,1
3,9,31,29,1,1,2,1,40,29,1
10,5,36,29,1,1,2,1,40,29,1
11,1,70,29,1,1,2,1,40,39,3
5,9,39,33,1,1,2,1,40,10,3
9,6,15,33,1,1,2,3,40,46,1
1,10,38,39,1,1,2,1,40,29,1
5,13,75,52,1,2,2,1,40,99,2
6,10,39,10,2,6,2,1,40,10,3
3,22,63,10,2,1,2,1,40,26,3
12,14,30,10,2,2,2,1,40,21,1
12,12,58,10,2,1,2,1,40,29,3
7,12,40,10,2,1,2,1,40,10,3
11,5,39,10,2,1,2,1,40,33,3
11,1,84,10,2,1,2,1,40,39,3
11,1,39,10,2,1,2,1,40,26,3
11,16,43,10,2,2,2,1,40,10,3
6,16,39,10,2,2,2,1,40,23,3
7,4,54,10,2,2,2,1,40,22,3
7,13,38,10,2,2,2,1,40,10,3
8,19,36,10,2,1,2,1,40,26,3
3,16,49,10,2,2,2,1,40,10,3
8,12,37,10,2,1,2,1,40,10,3
7,16,33,10,2,2,2,1,40,10,3
12,14,35,10,2,2,2,1,40,32,3
6,13,35,22,2,2,2,1,40,22,1
11,13,36,22,2,2,2,1,40,22,1
9,12,23,22,2,1,2,1,40,29,1
8,12,34,22,2,6,2,1,40,10,3
6,14,48,22,2,2,2,1,40,26,3
10,16,37,23,2,2,2,1,40,26,1
9,4,21,23,2,2,2,1,40,26,1
99,1,36,23,2,1,2,1,40,99,2
3,16,37,23,2,2,2,1,40,26,1
3,12,39,23,2,1,2,1,40,24,3
1,4,38,23,2,2,2,1,40,23,1
99,99,40,23,2,1,2,1,40,10,3
4,9,60,23,2,1,2,1,40,33,3
3,12,38,25,2,1,2,1,40,10,3
4,4,36,25,2,1,2,1,40,46,1
11,13,37,25,2,1,2,1,40,26,1
5,22,66,26,2,1,2,2,40,46,3
7,16,37,26,2,2,2,1,40,26,1
10,14,37,26,2,6,2,1,40,26,1
1,12,48,26,2,1,2,1,40,10,3
9,10,35,26,2,2,2,1,40,10,3
10,6,40,26,2,1,2,1,40,26,1
2,10,44,26,2,6,2,1,40,26,3
11,12,30,26,2,6,2,1,40,25,1
5,9,39,26,2,1,2,1,40,26,1
1,9,35,26,2,2,2,1,40,32,1
5,22,30,26,2,1,2,1,40,26,1
12,12,38,26,2,1,2,1,40,26,1
5,22,36,26,2,1,2,1,40,26,1
1,16,33,26,2,2,2,1,40,23,1
10,13,39,26,2,1,2,1,40,26,1
5,3,36,26,2,6,2,1,40,99,2
4,18,29,26,2,1,2,1,40,26,1
9,22,46,29,2,6,2,1,40,29,3
7,22,72,29,2,1,2,9,40,29,3
11,22,62,29,2,1,2,1,40,29,3
9,16,40,29,2,2,2,1,40,29,1
1,12,35,29,2,1,2,1,40,10,1
1,12,38,29,2,1,2,1,40,10,3
4,12,37,29,2,1,2,1,40,29,1
4,12,39,29,2,1,2,1,40,10,3
11,12,40,29,2,1,2,1,40,29,1
11,12,37,29,2,1,2,1,40,29,1
11,12,36,29,2,1,2,1,40,29,1
12,12,37,29,2,1,2,1,40,10,3
7,12,32,29,2,1,2,1,40,29,1
7,10,54,29,2,2,2,1,40,29,3
3,9,37,29,2,1,2,1,40,29,1
4,8,35,29,2,2,2,1,40,10,1
3,5,38,29,2,1,2,4,40,29,1
8,12,33,29,2,1,2,1,40,29,1
11,12,37,29,2,1,2,1,40,29,1
2,12,36,29,2,1,2,1,40,29,1
7,22,39,29,2,1,2,1,40,29,1
7,10,35,29,2,1,2,1,40,49,1
10,9,33,29,2,2,2,1,40,39,1
12,22,41,29,2,1,2,1,40,29,1
11,20,36,29,2,6,2,1,40,29,1
3,10,40,29,2,1,2,1,40,29,1
4,10,37,29,2,6,2,1,40,29,1
6,7,37,29,2,2,2,1,40,29,1
2,9,39,29,2,1,2,1,40,49,1
4,3,36,32,2,1,2,1,40,45,1
1,16,39,33,2,2,2,1,40,10,3
9,5,41,33,2,6,2,1,40,39,1
8,5,30,33,2,1,2,4,40,33,1
3,4,37,33,2,6,2,1,40,33,1
12,3,45,33,2,6,2,1,40,33,1
12,12,36,33,2,6,2,1,40,32,1
11,16,35,33,2,2,2,1,40,33,1
10,1,35,33,2,6,2,1,40,33,1
5,16,36,33,2,2,2,1,40,33,1
3,9,24,33,2,2,2,1,40,46,1
9,4,32,33,2,1,2,1,40,46,1
1,1,99,39,2,1,2,1,40,39,3
1,10,32,39,2,1,2,1,40,29,1
6,3,38,45,2,2,2,1,40,45,1
2,13,38,45,2,1,2,1,40,46,1
2,5,44,45,2,1,2,1,40,33,1
8,16,32,46,2,2,2,1,40,26,1
9,9,35,46,2,2,2,1,40,46,1
9,12,36,46,2,6,2,1,40,46,1
1,4,24,46,2,6,2,1,40,33,1
12,4,35,49,2,2,2,1,40,49,1
4,1,38,49,2,1,2,1,40,59,1
2,1,55,49,2,1,2,1,40,59,1
2,1,37,56,2,1,2,1,40,99,2
2,1,36,59,2,1,2,1,40,39,1
6,22,37,59,2,1,2,1,40,55,1
2,10,36,99,2,2,2,1,40,99,2
6,1,35,99,2,1,2,1,40,33,1
4,12,33,99,2,1,2,1,40,99,2
1,1,44,99,2,1,2,1,40,99,2
1,9,37,99,2,9,2,9,40,99,2
2,10,41,99,2,2,2,1,40,99,2
11,1,32,29,3,2,2,1,40,29,1
9,5,30,33,3,1,2,1,40,10,1
9,99,99,49,3,9,2,1,40,29,3
8,14,30,26,9,2,2,1,40,24,1
11,10,15,32,9,2,2,1,40,99,2
4,12,15,33,9,1,2,3,40,22,1
6,1,42,39,9,1,2,1,40,29,1
3,12,30,99,9,1,2,1,40,99,2
10,16,37,59,2,1,1,-1,40,45,1
9,9,29,59,2,1,1,-1,40,49,1
12,1,38,59,2,1,1,-1,40,99,2
2,14,43,46,2,2,1,-1,40,21,1
12,12,40,46,2,1,1,-1,40,46,1
7,22,41,49,2,1,1,-1,40,49,1
5,9,38,51,2,1,1,-1,40,99,2
5,19,39,59,2,1,1,-1,40,49,1
4,12,36,59,2,1,1,-1,40,59,1
6,12,35,46,2,6,1,-1,40,46,1
10,12,49,46,2,6,1,-1,40,10,3
1,3,41,49,2,1,1,-1,40,49,1
4,9,38,59,2,1,1,-1,40,59,1
4,1,69,33,1,1,1,-1,40,99,2
1,12,34,59,2,1,1,-1,40,45,1
1,1,42,59,2,1,1,-1,40,49,1
3,1,33,46,1,1,1,-1,40,56,1
12,4,20,49,1,6,1,-1,40,33,1
1,9,47,49,2,2,1,-1,40,49,1
10,1,37,46,2,1,1,-1,40,46,1
3,10,32,46,2,6,1,-1,40,46,1
1,9,50,29,2,1,1,-1,40,49,1
4,1,33,59,2,1,1,-1,40,55,1
7,1,40,49,2,1,1,-1,40,49,1
3,13,37,22,2,2,1,-1,40,46,1
8,6,99,26,2,1,1,-1,40,26,3
2,10,39,29,2,1,1,-1,40,39,1
3,13,37,29,2,2,1,-1,40,49,1
3,20,37,29,2,1,1,-1,40,29,1
99,1,40,32,2,2,1,-1,40,26,1
1,16,39,39,2,2,1,-1,40,99,2
7,2,32,39,2,1,1,-1,40,39,1
7,9,51,44,2,1,1,-1,40,46,1
3,1,40,46,2,1,1,-1,40,46,1
12,1,54,49,2,1,1,-1,40,10,3
5,19,35,49,2,1,1,-1,40,29,1
4,1,42,49,2,1,1,-1,40,55,1
4,1,62,39,4,1,1,-1,40,39,3
4,19,53,29,9,1,1,-1,40,29,3
8,3,34,29,9,1,1,-1,40,39,1
11,1,30,49,9,1,1,-1,40,49,1
7,1,35,39,2,1,1,-1,40,10,1
4,15,38,26,2,1,1,-1,40,26,1
4,15,36,26,2,1,1,-1,40,26,1
3,2,54,29,2,1,1,-1,40,29,3
3,6,43,33,2,6,1,-1,40,33,1
3,2,39,39,2,1,1,-1,40,29,1
3,16,25,46,3,2,1,-1,40,26,1
6,4,43,26,2,6,1,-1,40,33,1
4,19,45,33,2,1,1,-1,40,26,3
7,1,42,39,1,1,1,-1,40,49,1
3,1,45,49,2,9,1,-1,40,49,1
7,5,38,29,2,6,1,-1,40,10,3
7,5,38,45,2,1,1,-1,40,45,1
11,1,46,29,2,1,1,-1,40,29,3
5,1,49,29,2,1,1,-1,40,39,3
10,1,44,49,2,1,1,-1,40,49,1
10,9,21,33,2,1,1,-1,40,26,1
10,9,59,10,1,1,1,-1,40,22,3
5,1,47,10,2,1,1,-1,40,29,3
6,9,41,29,2,2,1,-1,40,29,1
8,1,39,29,2,1,1,-1,40,39,1
7,1,37,29,2,1,1,-1,40,10,1
4,1,35,99,2,1,1,-1,40,99,2
11,13,90,10,1,2,1,-1,40,10,3
7,22,38,10,2,1,1,-1,40,39,3
7,22,38,10,2,6,1,-1,40,39,3
4,22,76,10,2,1,1,-1,40,26,3
2,16,65,10,2,2,1,-1,40,10,3
1,2,64,10,2,9,1,-1,40,29,3
4,10,30,99,2,6,1,-1,40,10,1
2,14,69,10,3,2,1,-1,40,10,3
10,10,41,10,2,2,1,-1,40,10,3
3,1,36,10,2,1,1,-1,40,26,3
4,10,39,99,2,2,1,-1,40,99,2
10,12,38,29,2,1,1,-1,40,29,1
5,22,35,31,2,1,1,-1,40,26,1
4,3,39,45,2,1,1,-1,40,10,1
10,20,43,49,2,1,1,-1,40,49,1
12,1,43,59,2,1,1,-1,40,45,1
9,1,43,49,2,1,9,9,40,29,1
6,1,40,53,2,1,1,-1,40,46,1
11,20,37,26,2,1,2,1,40,21,1
99,13,43,33,2,2,1,-1,40,55,1
6,1,18,49,1,2,1,-1,40,39,1
8,5,47,29,2,1,2,1,40,39,1
2,10,33,29,2,2,2,1,40,39,1
6,8,31,29,2,2,2,1,40,49,1
1,11,39,33,2,6,1,-1,40,33,1
6,16,35,10,2,2,2,1,40,33,1
3,4,64,10,2,6,2,1,40,46,3
7,4,29,23,2,6,2,1,40,33,1
10,10,39,33,2,2,2,1,40,99,2
12,9,31,39,2,2,2,1,40,39,1
4,1,38,49,2,1,2,1,40,29,1
1,13,99,26,3,2,2,1,40,10,3
8,7,48,46,2,2,1,-1,40,46,1
3,18,22,49,1,1,1,-1,40,49,1
4,1,35,33,2,1,1,-1,40,26,1
5,1,38,29,2,1,1,-1,40,99,2
12,16,66,10,2,2,1,-1,40,23,3
10,20,41,49,2,1,1,-1,40,49,1
4,11,15,33,1,1,2,3,40,24,1
6,10,38,10,2,6,2,1,40,10,3
8,16,65,10,2,2,2,1,40,10,3
1,7,40,22,2,2,2,1,40,23,3
1,16,34,23,2,2,2,1,40,33,1
6,16,38,26,2,2,2,1,40,26,1
4,2,66,26,2,1,2,1,40,33,3
8,9,35,29,2,2,2,1,40,39,1
8,4,38,29,2,1,2,1,40,49,1
1,1,39,32,2,1,2,1,40,26,1
8,11,31,46,2,1,2,1,40,46,1
8,4,36,46,2,6,2,1,40,46,1
2,9,23,53,2,1,2,3,40,45,1
6,9,40,59,2,1,2,1,40,59,1
8,1,40,99,2,1,2,1,40,99,2
3,16,64,10,3,2,2,1,40,22,3
7,11,77,10,9,1,2,1,40,45,3
7,1,43,55,2,1,1,-1,40,99,2
4,9,38,59,2,1,1,-1,40,49,1
5,1,40,59,2,1,1,-1,40,49,1
12,11,21,31,1,1,1,-1,40,32,1
12,4,81,23,2,6,1,-1,40,25,3
7,3,38,26,2,1,1,-1,40,23,1
8,4,30,10,2,2,1,-1,40,29,1
10,16,36,26,2,2,1,-1,40,26,1
10,3,39,39,2,1,1,-1,40,39,1
3,16,15,10,1,2,2,1,40,10,1
4,16,18,23,1,2,2,1,40,10,1
3,3,12,29,1,1,2,3,40,39,1
2,1,45,49,1,1,2,1,40,29,1
5,3,80,10,2,1,2,2,40,45,3
9,10,47,10,2,6,2,1,40,99,2
3,11,40,23,2,1,2,1,40,26,3
3,4,40,24,2,6,2,1,40,32,1
12,9,47,24,2,2,2,1,40,10,3
8,7,40,25,2,2,2,1,40,22,3
4,9,35,26,2,6,2,1,40,26,1
2,16,38,26,2,2,2,1,40,46,1
2,15,24,26,2,5,2,1,40,23,1
7,9,37,29,2,2,2,1,40,29,1
9,1,35,39,2,1,2,1,40,39,1
10,15,35,45,2,2,2,1,40,45,1
12,4,32,46,2,2,2,1,40,26,1
7,8,35,49,2,2,2,9,40,49,1
6,12,36,99,2,6,2,1,40,10,1
10,17,42,10,3,1,2,1,40,23,3
1,16,61,10,3,2,2,9,40,10,3
4,15,38,29,3,2,2,1,40,29,1
8,15,32,23,4,1,2,1,40,23,1
6,14,70,10,9,2,2,9,40,10,3
11,8,50,10,9,2,2,1,40,26,3
1,16,30,46,2,2,1,-1,40,46,1
4,16,50,53,2,2,1,-1,40,26,1
11,16,35,26,2,2,1,-1,40,45,1
8,1,19,45,1,1,1,-1,40,59,1
11,5,39,49,2,1,1,-1,40,39,1
3,2,40,29,1,9,1,-1,40,99,2
6,16,42,99,2,2,1,-1,40,33,1
1,1,71,22,2,2,1,-1,40,26,3
8,16,36,26,2,1,1,-1,40,26,1
4,1,37,39,2,1,1,-1,40,29,1
4,4,43,26,2,2,1,-1,40,10,3
5,3,59,29,2,6,1,-1,40,29,3
6,16,35,23,2,2,1,-1,40,23,1
11,7,24,26,9,2,1,-1,40,26,1
9,12,64,26,2,1,1,-1,40,23,3
4,20,43,29,2,1,1,-1,40,29,3
6,16,67,10,2,2,1,-1,40,10,3
7,1,79,10,1,2,1,-1,40,99,2
2,19,35,10,2,1,1,-1,40,10,3
7,11,12,25,1,1,2,3,40,33,1
4,11,13,26,1,1,2,3,40,46,1
4,11,14,32,1,1,2,3,40,26,1
10,11,14,32,1,1,2,3,40,26,1
10,14,22,33,1,2,2,1,40,33,1
2,11,15,33,1,1,2,3,40,33,1
8,3,34,39,1,6,2,1,40,49,1
3,17,34,10,2,1,2,1,40,23,3
4,16,88,10,2,2,2,1,40,46,3
5,14,37,10,2,2,2,9,40,22,3
6,17,46,10,2,2,2,1,40,26,3
8,8,81,10,2,2,2,1,40,10,3
4,16,38,10,2,2,2,1,40,26,3
1,14,37,10,2,2,2,1,40,26,3
6,13,29,10,2,5,2,1,40,26,1
4,16,36,10,2,2,2,1,40,26,3
6,18,42,10,2,2,2,1,40,10,3
10,15,47,10,2,2,2,1,40,45,3
8,15,39,10,2,2,2,1,40,10,3
6,12,36,10,2,1,2,1,40,10,3
9,12,33,21,2,2,2,1,40,99,2
6,16,39,22,2,2,2,1,40,26,3
3,11,40,22,2,1,2,1,40,22,3
4,4,31,22,2,2,2,1,40,26,1
9,11,38,22,2,1,2,1,40,22,3
9,11,42,22,2,1,2,1,40,22,3
5,15,37,23,2,2,2,1,40,33,1
2,16,37,23,2,2,2,1,40,26,1
2,4,39,23,2,2,2,1,40,33,1
1,3,74,24,2,1,2,1,40,26,3
5,16,44,24,2,2,2,1,40,10,3
9,15,35,24,2,1,2,1,40,10,3
4,12,36,24,2,6,2,1,40,26,1
12,10,38,25,2,1,2,1,40,10,3
6,14,32,26,2,2,2,1,40,26,1
4,16,35,26,2,2,2,1,40,10,3
5,14,39,26,2,2,2,1,40,26,1
4,16,39,26,2,2,2,1,40,26,1
6,4,38,26,2,6,2,1,40,33,1
8,16,37,26,2,2,2,1,40,49,1
6,11,50,26,2,6,2,1,40,26,3
10,4,29,26,2,2,2,1,40,26,1
1,4,39,26,2,2,2,1,40,24,1
3,16,30,26,2,2,2,1,40,33,1
5,16,27,26,2,2,2,1,40,26,1
12,16,40,26,2,2,2,1,40,26,1
2,14,34,26,2,2,2,1,40,22,1
7,11,35,26,2,1,2,1,40,26,1
7,11,39,26,2,1,2,1,40,26,1
2,9,37,26,2,2,2,1,40,26,1
6,16,22,26,2,2,2,1,40,26,1
8,16,24,26,2,2,2,1,40,10,1
8,12,35,26,2,1,2,1,40,26,1
9,11,41,26,2,1,2,1,40,26,3
6,6,38,26,2,6,2,1,40,26,1
9,6,65,26,2,1,2,9,40,46,3
8,4,68,29,2,2,2,2,40,29,3
4,11,40,29,2,1,2,1,40,99,2
9,2,71,29,2,1,2,2,40,99,2
12,12,40,29,2,1,2,1,40,49,1
9,4,38,31,2,2,2,1,40,26,1
9,15,30,31,2,2,2,1,40,26,1
10,14,28,33,2,2,2,1,40,21,1
6,16,35,33,2,2,2,1,40,46,1
10,11,42,33,2,1,2,1,40,45,1
7,3,43,33,2,1,2,1,40,33,1
4,17,36,33,2,1,2,1,40,46,1
9,15,39,33,2,2,2,1,40,46,1
10,14,42,33,2,2,2,1,40,21,1
11,11,33,33,2,1,2,1,40,45,1
5,21,36,33,2,1,2,1,40,33,1
5,4,35,33,2,6,2,1,40,33,1
8,11,37,44,2,1,2,1,40,10,1
9,14,23,44,2,2,2,1,40,23,1
8,16,32,45,2,2,2,1,40,33,1
5,21,33,45,2,1,2,1,40,25,1
12,18,39,45,2,1,2,1,40,26,1
7,17,48,46,2,1,2,1,40,53,1
4,16,42,46,2,1,2,1,40,45,1
5,15,34,46,2,2,2,1,40,46,1
12,16,40,46,2,2,2,1,40,46,1
6,16,36,46,2,2,2,1,40,46,1
7,10,31,46,2,2,2,1,40,10,1
3,4,39,49,2,1,2,1,40,29,1
5,20,31,49,2,1,2,1,40,29,1
8,4,40,49,2,1,2,1,40,49,1
5,3,38,49,2,6,2,1,40,39,1
5,7,37,55,2,1,2,1,40,49,1
11,11,31,99,2,1,2,1,40,22,1
11,14,74,10,3,2,2,2,40,10,3
4,16,65,21,3,2,2,1,40,31,3
5,21,38,23,3,2,2,1,40,10,3
2,16,20,24,3,1,2,1,40,10,1
7,14,55,10,4,2,2,1,40,21,3
8,4,47,23,9,2,2,1,40,26,3
3,11,26,26,9,1,2,1,40,26,1
7,1,23,33,9,1,2,1,40,99,2
9,1,30,33,9,1,2,1,40,23,1
9,11,65,53,2,1,1,-1,40,44,3
11,1,37,55,2,1,1,-1,40,55,1
2,1,35,59,2,1,1,-1,40,59,1
8,16,43,56,2,2,1,-1,40,53,1
11,1,39,59,2,1,1,-1,40,46,1
12,16,55,46,2,2,1,-1,40,46,1
3,14,38,46,2,1,1,-1,40,46,1
7,4,43,46,2,1,1,-1,40,46,1
10,12,36,46,2,1,1,-1,40,99,2
8,11,36,46,2,1,1,-1,40,59,1
6,6,42,46,2,1,1,-1,40,46,1
5,12,43,49,2,1,1,-1,40,59,1
3,18,44,46,2,1,1,-1,40,46,1
5,16,41,45,2,2,1,-1,40,46,1
7,4,36,49,3,1,1,-1,40,46,1
11,11,27,45,2,1,1,-1,40,29,1
4,16,44,23,2,2,1,-1,40,26,3
5,3,35,39,2,6,1,-1,40,29,1
4,18,53,46,1,1,1,-1,40,46,1
5,16,58,10,2,2,1,-1,40,10,3
10,15,25,45,9,2,1,-1,40,33,1
3,4,46,49,1,1,1,-1,40,49,1
5,4,21,49,1,1,1,-1,40,39,1
4,14,38,26,2,2,1,-1,40,26,1
6,4,40,29,2,1,1,-1,40,39,1
6,16,38,31,2,2,1,-1,40,26,1
